"determinand_id","determinand_desc","definition","unit_of_measure","unit_of_measure_desc"
8236,"Salmonella5l","Salmonella : in 5 Litres","pres/nf","PRESENT/NOT FOUND"
1169,"Transparency","Transparency","mm","MILLIMETRE"
2313,"AquaticFungi","Aquatic fungi","no/ml","NUMBER PER MILLILITRE"
3217,"Chlrdn-trWWt","trans-Chlordane : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7884,"1D PLAICE","Toxicity Test : Plaice, 1 Day LC50","%","PERCENTAGE"
6790,"FlowTot Dy11","Flow : Total daily : Day 11","ml","MEGALITRE"
8788,"SI-NMFL","Suite Indicator : NMFL","unitless","UNITLESS VALUE"
9932,"24DiNitToLch","2,4-Dinitrotoluene, Leachable :- {2,4-DNT}","ug/l","MICROGRAM PER LITRE"
8598,"ClostS-R MPN","Clostridia : Sulphite reducing : MPN : Wet Wt","mpn/100g","Most Probable Number per 100g"
1771,"LightAb @450","Absorbance at 450 nm","%","PERCENTAGE"
3579,"Fluoranthene","Fluoranthene","ug/m3","Micrograms per cubic metre"
5817,"DimethoatLW","Dimethoate, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
4723,"Acetonitrile","Acetonitrile :- {Methyl Cyanide}","ug/m3","Micrograms per cubic metre"
3389,"PCB28+31 DW","PCB - 028 + PCB - 031 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9362,"12Propandiol","Propylene Glycol :- {1,2-Propandiol}","ug/l","MICROGRAM PER LITRE"
4533,"4ClPhPhEt LD","4-Chlorophenyl phenyl ether, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5437,"Sulfadiaz DW","Sulfadiazene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9172,"Lime Requirt","Lime requirement","mg/l","MILLIGRAM PER LITRE"
608,"Length","LENGTH","cm","CENTIMETRE"
5247,"Cond25CMxDly","CONDUCTIVITY @ 25C MAX DAILY","us/cm","MICROSIEMENS PER CENTIMETRE"
4153,"Trifluraln L","Trifluralin, Leachable","ug/l","MICROGRAM PER LITRE"
5057,"SO4 8:1 S2D","Sulphate, L/S 8:1 : 12457-3 Stage 2 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6201,"Phryganeidae","Phryganeidae","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7105,"PBB Ether","Pentabromobiphenyl ether","ug/l","MICROGRAM PER LITRE"
6011,"Mercury - Hg","Mercury : Load","kg/ann","KILOGRAM PER ANNUM"
8009,"Met Grp 54","Metals : Total ( Cr Cu Pb Ni ), Group 54 : Load","kg/d","KILOGRAM PER DAY"
3991,"Al DGT","Aluminium : DGT extract {Diffuse Gradient Thin Film Device}","ug/l","MICROGRAM PER LITRE"
5989,"NitGlyce Lch","Nitro-glycerine, Leachable :- {NG}","ug/l","MICROGRAM PER LITRE"
4895,"4ClPhenol DW","4-Chlorophenol : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5799,"PCP LWW","Pentachlorophenol, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7657,"Pb leach DW","Lead, Leachable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
8801,"4(24dcp)pn","4(2,4-Dichlorophenoxy)phenol","ug/l","MICROGRAM PER LITRE"
9705,"DO NOT USE","DO NOT USE - WAS Hexachlorobutadiene","ug/l","MICROGRAM PER LITRE"
640,"PhaophytnWWt","Phaeophytin : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
1544,"ParathionWWt","Parathion-ethyl : Wet Wt :- {Parathion}","ug/kg","MICROGRAM PER KILOGRAM"
9515,"PrecipPv72Hr","Weather : Precipitation : Previous 72 Hours","mm","MILLIMETRE"
8421,"GSF <0.125mm","Grain Size Fraction : <0.125 mm","%","PERCENTAGE"
6183,"Tinodes-waen","Tinodes waeneria","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9325,"Flow24HrSm25","Flow : Storm, 24 Hour : Day 25","ml","MEGALITRE"
3402,"Nitrite","Nitrite as N","ug/l","MICROGRAM PER LITRE"
9135,"Hg 30Dy LLd","Mercury : Low load - 30 days","kg/30d","KILOGRAM/30 DAY"
4306,"Bupirimate L","Bupirimate, Leachable","ug/l","MICROGRAM PER LITRE"
8041,"SulphRedClos","Clostridium : Sulphite reducing","no/20ml","Number per 20 ml"
3212,"ChlordaneDWt","Chlordane : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4116,"Prometon","Prometon","ug/l","MICROGRAM PER LITRE"
8783,"SI-NMAQUA","Suite Indicator : NMAQUA","unitless","UNITLESS VALUE"
9687,"B-fluorMixIs","Benzo-Fluoranthenes : Mixed Isomers","ug/l","MICROGRAM PER LITRE"
4858,"PFBS DW","Perfluorobutane sulfonate : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
8593,"Platinum DW","Platinum : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4668,"Aroclor1242D","Aroclor 1242 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5812,"ChlrfnvphsLW","Chlorfenvinphos, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
4478,"NNdnPrAmneLD","N-Nitroso-di-n-Propylamine, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4288,"Trachelomona","Trachelomonas","pres/nf","PRESENT/NOT FOUND"
5432,"Eprinomec DW","Eprinomectin : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6336,"Polycelis-ni","Polycelis nigra","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
4098,"Aspergillus","Aspergillus in Sediments","no/g","NUMBER PER GRAM"
413,"Fe (III)","Iron Ferric :- { Iron (III) }","mg/l","MILLIGRAM PER LITRE"
6146,"LeptophlebSp","Leptophlebia sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
1317,"Ti - Wet Wt","Titanium : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5052,"Zn 2:1 S1 D","Zinc, L/S 2:1 : 12457-3 Stage 1 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
223,"Fenitrothion","Fenitrothion","ng/l","NANOGRAM PER LITRE"
1127,"Oocystis","Oocystis","no/ml","NUMBER PER MILLILITRE"
7100,"GSF 500-2000","Grain Size Fraction : 500 to 2000 microns","%","PERCENTAGE"
33,"CurntSpeed-V","Current : Speed Vertical","m/s","METRE PER SECOND"
8004,"Met Grp 49","Metals : Total ( Cu Ni Pb ) : Group 49","ug/l","MICROGRAM PER LITRE"
5984,"PETN","Pentaerythritol tetranitrate :- {PETN}","ug/l","MICROGRAM PER LITRE"
6888,"Liq Str&Col","Appearance of liquid : Strength and colours","unitless","UNITLESS VALUE"
5794,"13+14MeBzLWW","Dimethylbenzene : Sum of isomers (1,3- 1,4-), Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
8936,"HCHs ABG","HCH : Total (Alpha, Beta, Gamma)","ng/l","NANOGRAM PER LITRE"
6698,"TETRACHLOROA","Tetrachloroaniline : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
3917,"Tot Drins(4)","Drins : Total (Aldrin, Dieldrin, Endrin, Isodrin)","ng/l","NANOGRAM PER LITRE"
8556,"BUTYRICAC DW","Butanoic acid : Dry Wt :- {Butyric acid}","mg/kg","MILLIGRAM PER KILOGRAM"
3727,"AQC Solution","AQC Solutions","unitless","UNITLESS VALUE"
9700,"ClostS-R MPN","Clostridia : Sulphite reducing : MPN","no/100ml","NUMBER PER HUNDRED MILLILITRES"
7462,"GSF9.1-7.2","Grain Size Fraction : 9.1 to 7.2 microns","%","PERCENTAGE"
8366,"CyclohexaDW","Cyclohexanone : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7272,"HalAliphatic","Halogenated Aliphatics","mg/l","MILLIGRAM PER LITRE"
9510,"25D35Xylenol","2,5-Dichloro-3,5-dimethylphenol :- {2,5-Dichloro-3,5-xylenol}","mg/l","MILLIGRAM PER LITRE"
1299,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}","mg/l","MILLIGRAM PER LITRE"
8176,"Cd Load","Cadmium : Load","g/day","Grammes per day"
3347,"Bact All CN","Bacteroidetes marker: All copy number : Wet Wt","lgn/g ww","log (10) Gene Copies / gram wet weight"
9320,"1,2 DCE (tr)","trans-1,2-Dichloroethylene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7082,"1,3-Dichloro","cis-1,3-Dichloropropylene :- {cis-1,3-Dichloropropene}","ng/l","NANOGRAM PER LITRE"
9130,"Flo24HrWDy30","Flow : Total to works, 24 Hour : Day 30","ml","MEGALITRE"
4301,"Clpropham L","Chlorpropham, Leachable","ug/l","MICROGRAM PER LITRE"
6109,"Diura-bicaud","Diura bicaudata","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9872,"Bromodichlor","Bromodichloromethane : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5947,"SI-EC-AB3","Suite Indicator : EC-AB3","unitless","UNITLESS VALUE"
9682,"MethylenChlr","Methylene Chloride","mg/l","MILLIGRAM PER LITRE"
4853,"Sotalol","Sotalol","ug/l","MICROGRAM PER LITRE"
5757,"Diquat LWW","Diquat, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
6901,"Salinity","Salinity","ug/l","MICROGRAM PER LITRE"
4663,"17beta E2","17beta oestradiol :- {E2}","ug","Micrograms"
7805,"Met Grp 98","Metals : Total ( As Cr Cu Ni Pb Zn ) : Group 98","mg/l","MILLIGRAM PER LITRE"
5567,"NO3 Filtered","Nitrate, Filtered as NO3","ug/l","MICROGRAM PER LITRE"
4473,"Pyrene LDW","Pyrene, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7615,"CRODAFLUID","Croda fluid HE2NF : Mixture of substances : Calc.","mg/l","MILLIGRAM PER LITRE"
5377,"EndsulfanA D","Endosulfan A : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
548,"Phorate DWt","Phorate : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6521,"SolidTexture","Appearance of solid : Texture","coded","Coded Result"
4283,"DichlobenlL","Dichlobenil, Leachable","ug/l","MICROGRAM PER LITRE"
7425,"COD-set-pH7","Chemical Oxygen Demand, settled at pH 7 :- {COD}","mg/l","MILLIGRAM PER LITRE"
5187,"13Benzdiol L","Resorcinol, Leachable :- {1,3-Dihydroxybenzene}","ug/l","MICROGRAM PER LITRE"
6331,"Anodonta-cyg","Anodonta cygnaea","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
8329,"Chrysene DW","Chrysene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
358,"Sb- Filtered","Antimony, Dissolved","mg/l","MILLIGRAM PER LITRE"
168,"OCl Pest Tot","Pesticides : Total Organo-chlorine","ng/l","NANOGRAM PER LITRE"
8139,"Met Grp 98","Metals : Total ( As Cr Cu Ni Pb Zn ) : Group 98","ug/l","MICROGRAM PER LITRE"
6141,"EcdyonurusSp","Ecdyonurus sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7045,"NLFs @ 37C","Non-lactose fermenting bacteria at 37 C","no/100ml","NUMBER PER HUNDRED MILLILITRES"
7977,"Met Grp 22","Metals : Total ( As Cu Cr Cd Ni Pb Zn ) : Group 22","mg/l","MILLIGRAM PER LITRE"
7787,"DO% YSI 3800","Oxygen, Dissolved : Grant YSI 3800, % Saturation : In Situ","%","PERCENTAGE"
8931,"Simazine","Simazine : Load","g/day","Grammes per day"
7597,"LIPIDS ExtDW","Lipids, Extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4816,"Mn BLM BioF","Manganese : BLM BioF","ug/l","MICROGRAM PER LITRE"
9455,"MeOEthanol","Ethylene glycol methyl ether :- {Methoxyethanol}","% v/v","Percent  vol/vol"
9265,"IMS","Industrial methylated spirits :- {IMS}","mg/m3","Milligrams per cubic metre"
9075,"Difenzoquat","Difenzoquat","ug/l","MICROGRAM PER LITRE"
4056,"C>25-40 Lch","Equiv.Carbon No >25-40 : Leachable","mg/l","MILLIGRAM PER LITRE"
6104,"Capnia Sp.","Capnia sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
7008,"DDT (1/2LOD)","DDT : Sum of components (LOD as 1/2 LOD)","ug/l","MICROGRAM PER LITRE"
5010,"kpH3.5 HCO3","Alkalinity pH 3.5 : as HCO3","mg/l","MILLIGRAM PER LITRE"
5942,"SI-RES3","Suite Indicator : RES3","unitless","UNITLESS VALUE"
5752,"ClorotolrnLW","Chlorotoluron, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7800,"Met Grp 91","Metals : Total ( Al Cd Cr Cu Fe Hg Mn Ni Pb Zn ) : Group 91","mg/l","MILLIGRAM PER LITRE"
6466,"OptDens@650U","Optical Density at 650 nm, Unfiltered","abs/cm","ABSORPTION PER CENTIMETRE"
9608,"BromobenzDW","Bromobenzene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5372,"MeOxchlr ppD","Methoxychlor -pp : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6276,"MicroveliaSp","Microvelia sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9418,"Rain24HrDy18","Rainfall : Total daily, 24 Hour : Day 18","mm","MILLIMETRE"
5182,"1Napthol Lch","1-Naphthol, Leachable","ug/l","MICROGRAM PER LITRE"
8324,"AcenphthnD","Acenaphthene : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
6086,"Protonemr-p","Protonemura praecox","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9228,"Flow24HrFT28","Flow : Full treatment, 24 Hour : Day 28","ml","MEGALITRE"
1257,"1,2,4-TCB","1,2,4-Trichlorobenzene","mg/l","MILLIGRAM PER LITRE"
7230,"Butan1ol DW","1-Butanol : Dry Wt :- {Butan-1-ol}","ug/kg","MICROGRAM PER KILOGRAM"
2401,"Staph Conf","Staphylococci : Confirmed","no/100ml","NUMBER PER HUNDRED MILLILITRES"
8134,"BacFragB56-1","Phage : Bacteroides fragilis, B56-1","pfu/0.1l","PLAQUE FORMING UNITS PER 100ML"
1067,"IsopropylAce","Isopropyl acetate :- {Methylethyl acetate}","mg/l","MILLIGRAM PER LITRE"
7040,"Ion Exch Cap","Ion Exchange Capacity","deccafix","DECCAFIX"
9038,"NNPPdiamin","N-(1,3-dimethylbutyl)-N-phenyl-p-phenylenediamine :- {DMBPPD}","ug/l","MICROGRAM PER LITRE"
4209,"PCB 035 L","PCB - 035, Leachable","ug/l","MICROGRAM PER LITRE"
7972,"Met Grp 17","Metals : Total ( Ba Cd Cr Cu Ni Pb Sn ) : Group 17","mg/l","MILLIGRAM PER LITRE"
8876,"Tot OCDF DW","Octachlorodibenzofuran : Total : Dry Wt","ng/kg","NANOGRAM PER KILOGRAM"
8686,"4-CLPhenol","4-Chlorophenol","ng/l","NANOGRAM PER LITRE"
3857,"Rhodamine WT","Rhodamine WT","ug/l","MICROGRAM PER LITRE"
9830,"Unsaponifiab","Unsaponifiable Matter","g/kg","GRAM PER KILOGRAM"
7592,"Gr Uni ALGAE","Green unicellular algae","no/ml","NUMBER PER MILLILITRE"
8496,"CR VI LEACH","Chromium Hexavalent, Leachable : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5905,"ORGANICS BIO","Preparation : Organics, Biota and sediment","unitless","UNITLESS VALUE"
9640,"Jetsam","Jetsam","pres/nf","PRESENT/NOT FOUND"
3477,"Benzotriazol","Benzotriazole","ug/l","MICROGRAM PER LITRE"
9450,"BrDiClMeth","Bromodichloromethane","% v/v","Percent  vol/vol"
3287,"Chlordan-cis","cis-Chlordane","ng/l","NANOGRAM PER LITRE"
5525,"MBTCation L","Monobutyl Tin, Leachable as Cation","ug/l","MICROGRAM PER LITRE"
6429,"Ceratium","Ceratium","pres/nf","PRESENT/NOT FOUND"
3097,"Chry+TriphWW","Chrysene + Triphenylene : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9070,"MCCPs","Chloro-alkanes C14-17 :- {Medium chain chlorinated paraffins}","ug/l","MICROGRAM PER LITRE"
6239,"Pedicia-rivo","Pedicia rivosa","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
5145,"DcMeCyPeSilD","Decamethylcyclopentasiloxane : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
316,"Titanium -Ti","Titanium","mg/l","MILLIGRAM PER LITRE"
4051,"C>35-44 Lch","Equiv.Carbon No >35-44 : Leachable","mg/l","MILLIGRAM PER LITRE"
126,"Phaeopigmt B","Phaeopigments B","ug/l","MICROGRAM PER LITRE"
4983,"PCB 151 WW","PCB - 151 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
5887,"oMeCysiloxDW","Octamethylcyclotetrasiloxane : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4793,"2iPrpPhenDW","2-isopropylphenol : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7935,"246TriClPhen","2,4,6-Trichlorophenol","mg/l","MILLIGRAM PER LITRE"
7745,"Cr AV(ADS)","Chromium, Leachable : Air Dried Solids","mg/l","MILLIGRAM PER LITRE"
2916,"NMeFOSAA ww","2-(N-Methylperfluorooctanesulfonamido)acetic acid: wet wt","ug/kg","MICROGRAM PER KILOGRAM"
6651,"Konsin","Konsin (De-icer)","mg/l","MILLIGRAM PER LITRE"
7555,"BOD 6d ATU","BOD : 6 Day ATU, Total","mg/l","MILLIGRAM PER LITRE"
7365,"Samp Vol","Sample volume","l","LITRE"
6271,"ColeoptIndet","Coleoptera indet","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9413,"Rain24HrDy13","Rainfall : Total daily, 24 Hour : Day 13","mm","MILLIMETRE"
2346,"E.coli PMF","Escherichia coli : Presumptive : MF","no/100ml","NUMBER PER HUNDRED MILLILITRES"
6081,"Rhabdoptry-a","Rhabdiopteryx acuminata","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
9223,"Flow24HrFT23","Flow : Full treatment, 24 Hour : Day 23","ml","MEGALITRE"
3300,"Dichlorvos","Dichlorvos","ng/l","NANOGRAM PER LITRE"
4204,"PCB 128 L","PCB - 128, Leachable","ug/l","MICROGRAM PER LITRE"
5108,"SertralineDW","Sertraline : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
2898,"beta-HBCD","beta-Hexabromocyclododecane","ng/l","NANOGRAM PER LITRE"
9775,"OptDens@400U","Optical Density at 400 nm, Unfiltered","abs/cm","ABSORPTION PER CENTIMETRE"
4946,"Zn Settled","Zinc, Settled","ug/l","MICROGRAM PER LITRE"
8681,"AldiSulfox","Aldicarb sulfoxide","ug/l","MICROGRAM PER LITRE"
9585,"Hydroxide-OH","Hydroxide as OH","mg/l","MILLIGRAM PER LITRE"
4756,"OseltCarbox","Oseltamivir Carboxylate","ug/l","MICROGRAM PER LITRE"
8491,"TRICLFLMETHN","Trichlorofluoromethane : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5900,"GCMS sVol Lc","GCMS Scan : Semi-Volatile Screen, Leachable","text","Text Result"
9395,"Nitrate - N","Nitrate as N","ug/l","MICROGRAM PER LITRE"
6804,"FlowTot Dy22","Flow : Total daily : Day 22","ml","MEGALITRE"
4566,"14DiClBnz LD","1,4-Dichlorobenzene, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
7708,"LETTER","Letter on register from discharger","yes/no","YES(1) OR NO(0)"
4376,"C>5-10 AroDW","Equiv.Carbon No >5-10, Aromatic Fraction : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5520,"DialkPb Lch","Dialkyl Lead, Leachable as Cation","ug/l","MICROGRAM PER LITRE"
6424,"PhageBacterP","Phage : Bacteriophage","pres/nf","PRESENT/NOT FOUND"
4186,"Prochloraz L","Prochloraz, Leachable","ug/l","MICROGRAM PER LITRE"
3092,"DhaemDNAP:NF","Dikerogammarus haemobaphes (Demon Shrimp) DNA: Present/Not found","pres/nf","PRESENT/NOT FOUND"
6234,"Gammarus-tig","Gammarus tigrinus","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
5140,"RH-287 DW","4,5-Dichloro-2-octyl-2H-isothiazol-3-one :- {RH-287} : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6044,"Bromate-ion","Bromate","ug/l","MICROGRAM PER LITRE"
6786,"FlowTot Dy14","Flow : Total daily : Day 14","ml","MEGALITRE"
9928,"24DiClPhenDW","2,4-Dichlorophenol : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
8834,"Am241 COUNT","Americium Am-241, Radiometric count : Wet Wt","bq/kg","BECQUERELS PER KILOGRAM"
6596,"RDX DW","Cyclotrimethylenetrinitramine : Dry Wt :- {RDX}","mg/kg","MILLIGRAM PER KILOGRAM"
7740,"Ni TOT(ADS)","Nickel : Air Dried Solids","mg/l","MILLIGRAM PER LITRE"
2911,"4:2 FTSA ww","4:2 Fluorotelomer sulfonic acid: wet wt","ug/kg","MICROGRAM PER KILOGRAM"
8644,"Strm tnk fil","Storm tanks filling : Yes/No","yes/no","YES(1) OR NO(0)"
3815,"DataHandlg 3","Data Handling No.3","unitless","UNITLESS VALUE"
7550,"BOD 3d Filt","BOD : 3 Day ATU, Filtered","mg/l","MILLIGRAM PER LITRE"
4719,"Carbon diS","Carbon Disulphide","ug/m3","Micrograms per cubic metre"
8454,"1MePhenaDW","1-Methylphenanthrene : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4529,"Aniline LD","Aniline, Leachable : Dry Wt :- {Aminobenzene}","ug/kg","MICROGRAM PER KILOGRAM"
9168,"NdecEsterDW","Neodecanoic acid ethenyl ester : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4149,"Vinclozn LDW","Vinclozolin, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3055,"nCoVORF1gcpy","SARS-Cov-2 ORF1 gene copy","lgn/0.1l","log (10) Gene Copies / 100ml"
5103,"Al dis n-lab","Aluminium non-labile, Dissolved","ug/l","MICROGRAM PER LITRE"
6007,"Cyanide - CN","Cyanide : Load as CN","t/ann","TONNES PER ANNUM"
3987,"Carbetamd DW","Carbetamide : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9960,"CH4:CO2ratio","Methane : Carbon Dioxide ratio","unitless","UNITLESS VALUE"
3797,"Anthracene","Anthracene","ng/l","NANOGRAM PER LITRE"
6939,"245Trichlphl","2,4,5-Trichlorophenol","ng/l","NANOGRAM PER LITRE"
5845,"TotDiMeBnzLW","Dimethylbenzene : Sum of all isomers, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9580,"Idt Solar-R","Weather : Incident solar radiation","ue/m2/s","MICRO EINSTEIN PER M2 PER SECOND"
4751,"C[cd]Pyrene","Cyclopenta[cd] Pyrene","ug/l","MICROGRAM PER LITRE"
6749,"25XylenolDWt","2,5-Dimethylphenol :- {2,5-Xylenol} : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9390,"U - M7DyE","Uranium : Total moving 7 day emissions","kg/ann","KILOGRAM PER ANNUM"
4561,"2346ClPhn LD","2,3,4,6-Tetrachlorophenol, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5465,"Endrin LchWW","Endrin, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
5275,"n-PentAc Lch","1-Pentanoic acid, Leachable :- {n-Valeric acid}","mg/l","MILLIGRAM PER LITRE"
6179,"Polycentrp-k","Polycentropus kingi","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
8417,"GSF >6.7mm","Grain Size Fraction : > 6.7 mm","%","PERCENTAGE"
4181,"Nitzschia","Nitzschia","pres/nf","PRESENT/NOT FOUND"
7323,"Propan2ol WW","2-Propanol : Wet Wt :- {iso-Propanol}","ug/kg","MICROGRAM PER KILOGRAM"
5085,"Ba 8:1 S2 D","Barium, L/S 8:1 : 12457-3 Stage 2 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
256,"Ba - Partic","Barium, Particulate","mg/l","MILLIGRAM PER LITRE"
7133,"Oil HCl/CCl","Oil, by HCL/CCL extraction","mg/l","MILLIGRAM PER LITRE"
8037,"Met Grp 82","Metals : Total ( As Au Hg In Se ) : Group 82","mg/l","MILLIGRAM PER LITRE"
8969,"BrDiClMeth","Bromodichloromethane","% w/w","Percent Wt/Wt"
998,"Dinoseb","Dinoseb :- {2-Methyl-n-propyl-4,6-dinitrophenol} :- {DNBP}","mg/l","MILLIGRAM PER LITRE"
7875,"7D C.CRANGON","Toxicity Test : C.Crangon, 7 Day LC50","%","PERCENTAGE"
6781,"FlowTot Dy34","Flow : Total daily : Day 34","ml","MEGALITRE"
9923,"BicarbnteCO3","Bicarbonate as CO3","mg/l","MILLIGRAM PER LITRE"
7685,"HCB Dry Wt","Hexachlorobenzene : Dry Wt","ng/kg","NANOGRAM PER KILOGRAM"
8589,"Met Grp109","Metals : Total ( As B Cd Cr Hg Ni Pb V Zn ) : Group 109","ug/l","MICROGRAM PER LITRE"
5808,"Simazine LWW","Simazine, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
9543,"Benzoic Acid","Benzoic acid :- {Benzenecarboxylic acid}","mg/l","MILLIGRAM PER LITRE"
4714,"Chloroform","Chloroform :- {Trichloromethane}","ug/m3","Micrograms per cubic metre"
3620,"Ni- Bioavail","Nickel, Bioavailable","mg/kg","MILLIGRAM PER KILOGRAM"
9353,"PCB 138 DW","PCB - 138 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4524,"B(a)anthr LD","Benzo(a)Anthracene, Leachable : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5428,"Ciproflox DW","Ciprofloxacin : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
9163,"1-Methyl-3-M","1-Methyl-3-methylphenyl-1-triazene as D10PHEN","ug/l","MICROGRAM PER LITRE"
4334,"Cols3D@30CWW","Colony count : 3 Days at 30C : Aerobic : Wet Wt","no/g","NUMBER PER GRAM"
3050,"SSVI Stirred","Sludge Specific Volume Index, stirred :- {SSVI}","ml/g","MILLILITRE PER GRAM"
219,"Silver - Ag","Silver","mg/l","MILLIGRAM PER LITRE"
6002,"COD as O","Chemical Oxygen Demand : Load as O2 :- {COD}","t/ann","TONNES PER ANNUM"
3982,"OrganotinDWT","Organo Tin : Total : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6934,"SulcofuronNa","Sulcofuron","ng/l","NANOGRAM PER LITRE"
4696,"DiMeformamid","Dimethyl formamide :- {DMF}","ug/m3","Micrograms per cubic metre"
5840,"4Cl2NTol LWW","4-Chloro-2-nitrotoluene, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7648,"PCount250u","Particle Counting : 200 to 250 microns Band Size","no/ml","NUMBER PER MILLILITRE"
7458,"GSF564-261.6","Grain SizeFraction : 564 to 261.6 microns","%","PERCENTAGE"
5460,"DDE pp LchWW","DDE -pp, Leachable : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
8602,"D&FWHOITEQ","Dioxins and Furans : Total - ITEQ","ng/kg","NANOGRAM PER KILOGRAM"
6364,"Aphanizomenn","Aphanizomenon","no/0.5ml","NUMBER PER 0.5 MILLILITRE"
7268,"GLEOTRICHIA","Gleotrichia : Blue/Green algae","no/ml","NUMBER PER MILLILITRE"
